i,real_index,MAE,Phi,SMI
489,5270,0.18407141,81.59285867,CC(C=C)=CCN
490,5762,0.27591859,72.40814068,NC(C#C)C(O)=O
491,1233,0.25502818,74.49718229,CCC(C)=CC
492,4518,0.22585115,77.41488464,FCC(=O)ON=C
493,3279,0.21549655,78.45034542,CC#CCC(N)=N
494,8547,0.22537378,77.46262226,Cc1ncoc1O
495,3230,0.26586457,73.41354294,CC(=N)NC=CF
496,3822,0.18954373,81.04562740,CC(CF)CCO
497,2550,0.20910801,79.08919904,CC(=C)CC(O)=O
498,6825,0.24295080,75.70492044,Fc1ccc(F)[nH]1
499,4017,0.25114872,74.88512825,CNC(C)CC#C
500,5045,0.16005933,83.99406749,OCCC(F)=CF
501,4568,0.17016160,82.98383984,CNCC(=O)C=O
502,6482,0.16967218,83.03278214,CC(N)C1(C)CO1
503,4810,0.16313815,83.68618477,CC(C=O)C=NO
504,1695,0.22709563,77.29043693,NCCCC=C
505,795,0.25767863,74.23213677,CC(C)C(C)=C
506,1699,0.20193877,79.80612272,FCCCC=C
507,2120,0.34638816,65.36118369,CC=NN1CC1
508,2255,0.24643748,75.35625178,C1CON=CO1
509,6208,0.22740725,77.25927488,CC(F)=C(F)C=O
510,8050,0.19174285,80.82571467,ON1CC=CC1=N
511,1796,0.17782373,82.21762713,CC=CCCO
512,1425,0.31616656,68.38334357,O=c1[nH]cno1
513,2185,0.24004011,75.99598871,OC1CC1C#C
514,4069,0.14901449,85.09855133,COCC(O)C=O
515,2582,0.23635626,76.36437397,CC(=O)OC(N)=N
516,8487,0.22190312,77.80968800,Cc1[nH]cnc1N
517,296,0.24479967,75.52003261,COCCO
518,3514,0.30618899,69.38110056,NC(=N)C#CC#N
519,5064,0.18692495,81.30750507,COCC(C)=NN
520,1874,0.27863294,72.13670560,CC#CCCN
521,8581,0.18117578,81.88242191,CC1CC(C)C1N
522,1340,0.27169186,72.83081445,CC1CNC1=O
523,1192,0.27910376,72.08962366,COC(=C)C=C
524,6730,0.17121011,82.87898929,CC1CC(F)=CO1
525,1844,0.25359120,74.64088012,CN=CNC=C
526,3040,0.21252721,78.74727939,CCONC(N)=O
527,6431,0.19660062,80.33993787,CCC1(F)CC1F
528,1694,0.32509692,67.49030845,CCCCC#N
529,5741,0.22936114,77.06388619,CC(=O)N(O)C=N
530,8531,0.22453548,77.54645213,Cc1cnoc1O
531,1291,0.28560605,71.43939511,CC(=NO)C#C
532,3141,0.23012395,76.98760517,CC(=C)OCC#N
533,2546,0.24393760,75.60624032,CC(=C)CC(C)=C
534,4166,0.22628072,77.37192795,ON(CC#N)C=N
535,6273,0.21614541,78.38545861,CNC1(C)COC1
536,1935,0.26961229,73.03877103,FCC=CC#N
537,2150,0.21115831,78.88416931,CC1NC1CO
538,7529,0.20342627,79.65737305,N=C1NN=CCO1
539,8658,0.23138146,76.86185387,CN1CC(O)C1=O
540,4005,0.27126388,72.87361159,CCC(N)CC#C
541,1965,0.28026496,71.97350437,C=CC=NN=C
542,453,0.45010527,54.98947315,c1cn[nH]c1
543,5928,0.19360404,80.63959609,CN(O)C(=O)C=C
544,7454,0.18990053,81.00994728,CC1COC=NN1
545,4572,0.24784663,75.21533707,COCC(=C)C#N
546,5996,0.21946584,78.05341578,NN=C(N)C(N)=O
547,4901,0.22314580,77.68541959,OCC(=C)C=NO
548,6919,0.24676098,75.32390226,Oc1cc(O)[nH]n1
549,4276,0.18197284,81.80271632,COCC(=C)CO
550,4846,0.24199209,75.80079074,NN=CN(N)C=N
551,469,0.37537177,62.46282271,CC(C)(C)CF
552,5626,0.16884699,83.11530054,CNC(C)C(O)=O
553,8283,0.20981479,79.01852074,Nc1n[nH]nc1F
554,7263,0.24009042,75.99095804,O=CC1CC(=O)N1
555,3970,0.16335293,83.66470676,CCC(C)NC=O
556,1611,0.28429663,71.57033656,Cc1cn[nH]c1
557,8342,0.20475421,79.52457928,Nn1ccnc1O
558,2801,0.23619476,76.38052407,CC(F)(CF)C#C
559,7134,0.21321071,78.67892925,Nc1noc(F)n1
560,2273,0.46553893,53.44610716,O1C=COC=C1
561,5982,0.25023412,74.97658821,OCC(=O)C(O)=O
562,7650,0.29895425,70.10457471,N=c1ncnn[nH]1
563,7527,0.18915191,81.08480852,N=C1NC=CCO1
564,8528,0.19571083,80.42891695,Nc1c[nH]oc1=N
565,3070,0.17691357,82.30864307,NC(=O)CCC=C
566,2942,0.19418079,80.58192100,FC(F)COC=C
567,4541,0.24736563,75.26343674,NNC(=O)CC#C
568,8000,0.21994700,78.00530047,CC1C=CCC1N
569,8705,0.20635867,79.36413348,CC12CC=NN1C2
570,4906,0.19619838,80.38016163,ON=CC(=O)CF
571,149,0.24521482,75.47851764,CC(O)C=O
572,1625,0.25085672,74.91432770,Oc1cocn1
573,2742,0.29205477,70.79452275,CC(C)(CO)C#N
574,841,0.22836396,77.16360391,CC(=C)C(F)=C
575,6037,0.20801902,79.19809757,CC(=O)C(=C)C=O
576,3440,0.28001699,71.99830134,CC(=O)C=CC#C
577,5336,0.21496204,78.50379573,FC(C=O)=CC#C
578,7885,0.18787483,81.21251742,NC1CNCC1=C
579,614,0.21748901,78.25109886,COCC(F)=C
580,5091,0.22574510,77.42549006,CC(CC=C)=NN
581,6539,0.17382088,82.61791187,NC1CNC(=N)C1
582,5240,0.22856429,77.14357129,OCC(F)=CC=C
583,305,0.27208045,72.79195483,OCCC=C
584,4055,0.18622917,81.37708309,CNCC(C)C=O
585,7410,0.17316825,82.68317514,O=C1CNCCO1
586,660,0.22894166,77.10583382,NC(=O)NC=O
587,7593,0.18111064,81.88893618,N=C1NOCC=C1
588,2899,0.17637515,82.36248462,COCOC(C)C
589,6339,0.21118639,78.88136140,NC1(CCO)CC1
590,1925,0.26644418,73.35558197,COC=NOC
591,5163,0.21720800,78.27920033,CC#CC(C)=NN
592,2465,0.16312525,83.68747460,CC(=C)C(C)(F)F
593,3221,0.18364569,81.63543090,NN=CCC(N)=N
594,3794,0.16096553,83.90344667,CC1(F)C(O)C1O
595,2620,0.21179741,78.82025905,CC(N)=CC(O)=O
596,4882,0.20607431,79.39256881,CC=CC(=C)CN
597,1097,0.19422820,80.57717957,CCC(=C)CF
598,7740,0.22092260,77.90774043,CC1=NNCCO1
599,3423,0.29689775,70.31022468,NC(=N)C=CC#N
600,6557,0.19796629,80.20337082,CC1CC(=C)CO1
601,664,0.25819172,74.18082839,NC(=O)NN=C
602,1288,1.00000003,-0.00000300,CC=C(F)C#C
603,7621,0.29963367,70.03663258,Oc1ccccc1
604,7787,0.33886418,66.11358198,Fc1ccccc1
605,2469,0.23306506,76.69349353,CC(F)(F)C(O)=O
606,7247,0.23242484,76.75751600,FCC1CC(=O)C1
607,4216,0.24044606,75.95539393,COCC(C)C#C
608,8197,0.27285951,72.71404914,C=C1C=CCC1=O
609,5157,0.19371908,80.62809202,NN=C(N)NC=N
610,2766,0.21451427,78.54857262,CC(F)(CO)C#N
611,8383,0.21582331,78.41766924,Nc1ncnn1N
612,3594,0.21205697,78.79430287,NN=CC=C(F)F
613,3796,0.17444055,82.55594505,CC1(F)C(F)C1F
614,6340,0.19748689,80.25131134,NC1(CCF)CC1
615,6027,0.22005761,77.99423925,COC(=O)C(C)=C
616,2395,0.27433245,72.56675549,CC(C)(C)C=NO
617,6014,0.20485400,79.51460041,NC(=O)C(=O)NO
618,486,0.30113824,69.88617622,CCC(F)(F)F
619,2604,0.22775455,77.22454510,CC(C)=CC(C)=O
620,4091,0.17835195,82.16480516,CCCN(N)C=O
621,4226,0.19216939,80.78306149,OC(CC=C)C#C
622,5078,0.20408926,79.59107382,CCOC(C)=NO
623,5788,0.16855607,83.14439334,CCC(=C)C(C)F
624,2492,0.22214808,77.78519178,CC(C)NC(C)C
625,1136,0.27505734,72.49426606,CCC(=O)OC
626,8275,0.16769749,83.23025103,Oc1n[nH]cc1F
627,1011,0.19651244,80.34875565,CNC(C)C#N
628,2011,0.21350177,78.64982322,CNC1CCC1
629,6537,0.19794130,80.20586997,CC1CNC(=N)C1
630,6528,0.19704091,80.29590933,CN1CCC(O)C1
631,6376,0.18912166,81.08783362,CC1(CN)CC1N
632,8242,0.17314039,82.68596068,CC1CON=C1C
633,3583,0.22260419,77.73958097,CC(F)=CC=CF
634,8557,0.23345014,76.65498587,Cc1onnc1O
635,5363,0.20242905,79.75709469,CC(C)C(C)CO
636,6628,0.35257174,64.74282564,O=C1COC(=O)O1
637,7497,0.18845283,81.15471682,O=C1COC=NN1
638,809,0.18650810,81.34918979,CC(O)C(N)=O
639,8577,0.20914515,79.08548467,CC1C(N)CC1F
640,1121,0.18005489,81.99451085,CCC(=O)NC
641,985,0.24818807,75.18119316,CCC(N)C=C
642,8120,0.19779097,80.22090251,NC1C=NNC1=O
643,3726,0.18271666,81.72833418,CC1(N)CCC=C1
644,7424,0.19860491,80.13950905,O=C1NNCCO1
645,4233,0.18485576,81.51442394,CC(NC=O)C#C
646,647,0.25968171,74.03182852,CC(=C)NC=N
647,6197,0.22260362,77.73963847,CC(C=O)=C(N)N
648,782,0.18630489,81.36951140,CC(C)C(C)F
649,6006,0.15077579,84.92242114,CC(=C)C(=O)NO
650,2535,0.17589413,82.41058691,CC(C)OC(N)=O
651,7296,0.20878625,79.12137471,CC(O)CN1CC1
652,5030,0.32001840,67.99815957,CC#CC(=O)C#C
653,8588,0.19277434,80.72256560,NC1C(O)CC1O
654,1822,0.23161360,76.83863958,CON=CNN
655,2294,0.31937340,68.06266002,C1OCC2NC12
656,7994,0.25201159,74.79884061,O=C1OCOC1=O
657,5297,0.25975122,74.02487758,COC=C(F)C=O
658,8521,0.25000426,74.99957350,Nc1ccoc1F
659,6794,0.23425776,76.57422433,Oc1c[nH]c(=O)o1
660,2344,0.19709974,80.29002622,CNCC(C)(F)F
661,2060,0.24110524,75.88947582,FCCC1CC1
662,7020,0.19577896,80.42210436,Cc1ncn(O)n1
663,109,0.31132182,68.86781759,CC1CO1
664,2329,0.15224280,84.77572005,CC(C)(F)CCN
665,3081,0.18179363,81.82063715,CC(=O)CN=CN
666,5172,0.16787283,83.21271704,CC(CN)=CCF
667,2217,0.31099684,68.90031563,OC(=O)C1CN1
668,4721,0.14658633,85.34136690,CC=CC(N)CF
669,6772,0.24459044,75.54095639,Cc1coc(=N)[nH]1
670,8504,0.22582231,77.41776914,Oc1[nH]nnc1F
671,1389,0.23249142,76.75085839,O=C1NCCO1
672,8419,0.20339460,79.66053975,Cc1c[nH]cc1F
673,7785,0.29895774,70.10422583,Cc1ccccc1
674,6569,0.20475966,79.52403427,CC1CNC(=N)O1
675,264,0.45488995,54.51100477,O=C1COC1
676,1422,0.31718262,68.28173756,N=c1[nH]cco1
677,3317,0.20332067,79.66793253,CON=CC(F)F
678,6944,0.19855506,80.14449354,Oc1nc(=N)[nH]o1
679,1852,0.26302103,73.69789695,ON=CNC=O
680,3734,0.22489591,77.51040944,FC1(F)CNN=C1
681,6450,0.19661518,80.33848191,CC1OC1(C)CF
682,7064,0.18350529,81.64947142,Fc1c[nH]c(F)c1
683,7283,0.20241764,79.75823550,CC(N)CC1CN1
684,5198,0.18665523,81.33447687,COC=C(C)CN
685,4321,0.17351862,82.64813779,COC(=O)CCO
686,3580,0.27256205,72.74379519,CC=CC=C(C)C
687,7615,0.19698268,80.30173216,NN1CC=NN=C1
688,6566,0.18642123,81.35787668,CC1COC(=O)N1
689,5406,0.17169526,82.83047353,CC(N)C(O)CN
690,8142,0.25911171,74.08882912,CN1C=NCC1=C
691,2088,0.24766922,75.23307807,O=COC1CC1
692,6185,0.26051507,73.94849293,FCC(F)=C(F)F
693,6966,0.25346141,74.65385869,Nc1ccn(N)c1
694,7269,0.30259986,69.74001444,O=CN1CC(=O)C1
695,8061,0.23992341,76.00765931,Nn1[nH]ncc1=O
696,1719,0.18552669,81.44733133,FCCNN=C
697,2407,0.21745315,78.25468537,CC#CC(C)(C)O
698,5895,0.15868483,84.13151681,CC(N)C(=C)C=C
699,403,0.62575000,37.42499998,CC#CC#N
700,1873,0.31124176,68.87582359,CCCC#CC
701,5927,0.23257922,76.74207814,CN(N)C(=O)C=C
702,9,1.09136772,-9.13677234,FF
703,2141,0.22782112,77.21788815,CNC1CC1N
704,1596,0.23690949,76.30905114,Nc1ncno1
705,8433,0.25061571,74.93842889,Cc1[nH]ncc1N
706,3155,0.19449063,80.55093681,NC(=O)ONC=N
707,4479,0.22677775,77.32222506,CNC(=O)NC=N
708,8247,0.22040793,77.95920662,CC1NCC=C1F
709,4229,0.20763776,79.23622379,FC(CC=C)C#C
710,460,0.44128603,55.87139721,c1cnoc1
711,8280,0.21755902,78.24409813,Nc1conc1O
712,2468,0.18946454,81.05354622,CC(F)(F)C(N)=O
713,6378,0.20096857,79.90314332,CC1(CF)CC1N
714,5523,0.28872334,71.12766604,CC(N)C(O)C#C
715,4238,0.30994048,69.00595250,CC(CC#C)C#C
716,3386,0.18331897,81.66810327,NCC=CC(O)=O
717,4367,0.17481329,82.51867138,CONC(=O)NN
718,4109,0.20619539,79.38046056,CCON(C)C=O
719,7078,0.25566215,74.43378535,Fc1coc(F)c1
720,5182,0.12988890,87.01110988,CCC(F)=CCN
721,4989,0.23310815,76.68918459,CC#CC(F)CN
722,4206,0.23801952,76.19804839,OCCC(O)C#C
723,8536,0.28272242,71.72775843,Nc1cnoc1F
724,6335,0.20502437,79.49756304,CC1(CCO)CC1
725,7347,0.25689513,74.31048652,OC1CCCCC1
726,2434,0.15737306,84.26269425,CC(F)C(C)(F)F
727,5730,0.19840231,80.15976887,NN(C=N)C(N)=N
728,7059,0.21899445,78.10055535,Oc1c[nH]c(O)c1
729,6995,0.17833712,82.16628829,On1cc(F)cn1
730,6574,0.20163353,79.83664750,CC1ONC(=N)O1
731,1826,0.25072476,74.92752375,CCOC=CF
732,7201,0.21203844,78.79615561,CNC1CN(C)C1
733,5436,0.16818185,83.18181517,CC(F)C(F)CF
734,1654,0.22037626,77.96237378,NC1C(O)C1O
735,491,0.31901186,68.09881429,COC(C)(C)C
736,3127,0.20315039,79.68496112,CC(=N)NNC=N
737,2,1.03972221,-3.97222085,N
738,5754,0.22432868,77.56713201,CC(C#C)C(C)=O
739,3125,0.19652755,80.34724535,NC(=O)NCC=O
740,7206,0.21832590,78.16741042,CCN1CC(F)C1
741,8300,0.19495122,80.50487787,Fc1n[nH]oc1=O
742,5130,0.22256498,77.74350172,CC(=CF)C=CF
743,5235,0.20281420,79.71858010,NC(CF)=CC#N
744,7030,0.23662877,76.33712294,CC1=CC(=O)C=C1
745,2915,0.19314522,80.68547772,CC(F)CCC#N
746,5384,0.16968250,83.03174989,CC(C)C(N)CF
747,994,0.17775508,82.22449216,OCC(O)C=O
748,8046,0.22082107,77.91789298,CN1CC=CC1=N
749,4324,0.15968959,84.03104088,CNCC(=O)OC
750,5775,0.21982737,78.01726311,FC(C#C)C(F)=C
751,8076,0.19989079,80.01092071,Cn1occc1=N
752,1737,0.20777559,79.22244134,CCNCC#N
753,8448,0.31765932,68.23406801,Cc1nonc1C
754,2881,0.19742059,80.25794134,CCNCC(C)C
755,7931,0.21087653,78.91234743,CC1OCCC1=C
756,1902,0.17498877,82.50112338,CCC=CCN
757,7660,0.24931955,75.06804476,O=c1cccno1
758,353,0.25892879,74.10712097,CCC=CC
759,222,0.48834275,51.16572475,OC(=O)C#N
760,4785,0.22940999,77.05900094,CON(C)C=NN
761,6195,0.18560571,81.43942880,CC(F)=C(C)C=O
762,6256,0.19747189,80.25281130,COC1(C)CNC1
763,7903,0.16443302,83.55669773,FC1CCNC1=N
764,8131,0.20764007,79.23599257,FC1C=COC1=O
765,5917,0.21097297,78.90270290,CN(C)C(=N)C=C
766,5771,0.19198577,80.80142310,CC(=O)C(F)C#C
767,7544,0.20417650,79.58235019,OC1CCNN=C1
768,1579,0.26203307,73.79669255,Cc1ccno1
769,6784,0.17032885,82.96711532,Nc1noc(=O)[nH]1
770,3,1.16486739,-16.48673907,O
771,5263,0.20483069,79.51693071,CC(CF)=CC#C
772,2557,0.17550178,82.44982158,NC(=N)CC(N)=O
773,3284,0.18661848,81.33815236,CC(C)C=CCN
774,2735,0.31773474,68.22652579,COC(C)(C)OC
775,577,0.19400978,80.59902238,CC(F)CC#C
776,8696,0.22594706,77.40529366,OC12CC=CC1C2
777,3936,0.16420299,83.57970105,CC(CF)CC=C
778,1672,0.23656632,76.34336818,CCCCNC
779,5654,0.19648764,80.35123583,CC(C=C)C(C)=C
780,141,0.23518924,76.48107639,CNC(C)C
781,7397,0.16160332,83.83966776,N=C1CCCON1
782,7748,0.20170602,79.82939800,FC1=CC=COC1
783,2398,0.21609357,78.39064318,CC(C)(O)C=NO
784,2907,0.17799026,82.20097403,CC(C)CCC=O
785,6743,0.18584407,81.41559344,FC1=CNC(=N)C1
786,3167,0.22396659,77.60334087,CC(=C)OCC#C
787,2606,0.20621357,79.37864331,CC(F)=CC(C)=O
788,3843,0.18475835,81.52416547,CCC(O)CCF
789,717,0.23834186,76.16581412,NC(=O)C=CF
790,3717,0.24366884,75.63311587,CC1(F)CC=CC1
791,8442,0.36383683,63.61631728,Oc1conc1F
792,5185,0.20034861,79.96513920,CCC=C(F)CN
793,5028,0.38351446,61.64855439,CC#CC(=O)C#N
794,225,0.44174360,55.82564007,FC(=C)C#N
795,2313,0.30405352,69.59464800,C1NC1C2CO2
796,6789,0.19523164,80.47683634,Nc1c[nH]c(=N)o1
797,1534,0.29228256,70.77174399,CC1=CCOC1
798,3690,0.24670209,75.32979138,CCC1OC1(C)C
799,2587,0.30016473,69.98352667,CC(C)C=C(F)F
800,4283,0.17065430,82.93457034,CNC(=N)CCO
801,8137,0.26586542,73.41345754,NN1C=CCC1=N
802,5082,0.16805191,83.19480884,CC(CC=C)=CF
803,5362,0.18716130,81.28387040,CC(C)C(C)CN
804,4719,0.17686365,82.31363507,CC=CC(N)CO
805,2045,0.34410579,65.58942126,N#CC1CCN1
806,7195,0.14021406,85.97859437,CC1CC(CO)O1
807,7705,0.24262822,75.73717838,O=c1cconn1
808,4988,0.22772415,77.22758511,CCC(F)C#CC
809,7855,0.16699453,83.30054721,FC1CNCC1F
810,5526,0.21565830,78.43416967,OC(C#C)C(F)F
811,6179,0.20562165,79.43783510,CC(F)=C(F)CN
812,8685,0.26923877,73.07612318,CC12CC1CCO2
813,8506,0.22985614,77.01438607,Nc1nn[nH]c1F
814,4777,0.19161321,80.83867918,CCN(N)C=NO
815,5345,0.19874096,80.12590422,FCC=C(F)C#C
816,1245,0.16952827,83.04717326,CC=C(F)CO
817,2263,0.24770554,75.22944610,C1C=NNC=N1
818,7996,0.23654208,76.34579228,CC1CC=CC1C
819,6746,0.24988924,75.01107581,CC1=NNC(=N)C1
820,7978,0.18261628,81.73837199,Nc1nocc1O
821,4896,0.17651279,82.34872080,FCC(=O)C=CF
822,4300,0.18175713,81.82428739,NCCC(=O)NO
823,5525,0.16859360,83.14064020,CC(F)C(O)C#C
824,3128,0.19946314,80.05368555,CC(=N)NNC=O
825,5122,0.41382656,58.61734356,CC(CC#C)=CF
826,6758,0.29017493,70.98250685,Cc1c[nH]c(=N)[nH]1
827,3219,0.17767801,82.23219943,CC(=C)CC=NO
828,4684,0.21187012,78.81298750,CCOC(=O)C#C
829,902,0.24246518,75.75348157,CN1CC1(C)C
830,6302,0.31377745,68.62225498,FC1(CNC1)C#N
831,8395,0.29970112,70.02988832,Nc1nnnn1O
832,626,0.21726317,78.27368329,CONC(N)=O
833,6129,0.16220694,83.77930618,CC(=CF)C(N)=O
834,3917,0.19364191,80.63580891,CCNC(C)CN
835,6600,0.28900972,71.09902830,O=C1CCC(=O)N1
836,2195,0.34815688,65.18431152,CN(C)C1CC1
837,1476,0.25919786,74.08021436,N=c1nco[nH]1
838,246,0.33630235,66.36976483,CC1(C)CO1
839,173,0.30256909,69.74309118,CCC(C)=O
840,1469,0.28455440,71.54456046,Oc1cn[nH]n1
841,646,0.21740089,78.25991127,FC(=C)CC#N
842,1846,0.28158595,71.84140466,ON=CNC=C
843,6192,0.23997935,76.00206493,CC(N)=C(C)C=O
844,3173,0.18076627,81.92337329,CC=CCC(C)N
845,1515,0.32378194,67.62180618,Cn1nccn1
846,1393,0.30892532,69.10746794,CC1CC=CC1
847,7896,0.16910277,83.08972277,FC1COCC1=O
848,2695,0.19803957,80.19604335,CC(N)(CO)CF
849,1829,0.28967956,71.03204400,CCON=CC
850,7017,0.25307853,74.69214675,Cc1ncn(N)n1
851,7386,0.20679786,79.32021394,O=C1CCOCC1
852,7967,0.18156200,81.84380009,Oc1cocc1O
853,1510,0.29292838,70.70716198,Nn1cncn1
854,606,0.20094423,79.90557652,CNCC(N)=O
855,4062,0.15037634,84.96236585,CNCC(F)C=O
856,14,0.60234178,39.76582198,CCC
857,7104,0.20233994,79.76600597,Cc1coc(N)n1
858,7545,0.17623223,82.37677655,FC1CCNN=C1
859,887,0.18675414,81.32458605,CC1(N)CC1F
860,4286,0.19365903,80.63409698,NNC(=N)CCO
861,7452,0.21048144,78.95185623,CC1CN=CNN1
862,6769,0.21405017,78.59498315,Cc1nc(=O)[nH][nH]1
863,3940,0.20341748,79.65825158,NCC(N)CC=C
864,2153,0.21097771,78.90222932,CC1OC1CN
865,1059,0.22819092,77.18090757,FC(C=C)C#N
866,7474,0.21169458,78.83054183,O=C1CNC=NC1
867,4437,0.19721131,80.27886949,CCC(=N)NC=C
868,769,0.29640520,70.35947991,CC(F)=CC#N
869,5468,0.21049637,78.95036260,CC(C#N)C(F)F
870,6483,0.20855378,79.14462164,CC(O)C1(C)CO1
871,1460,0.27191427,72.80857319,C=C1COC=C1
872,936,0.18756497,81.24350281,CCC(N)CN
873,6234,0.18155188,81.84481174,NCC1(F)CCC1
874,5732,0.22921928,77.07807233,NN(C=C)C(N)=O
875,3538,0.25311233,74.68876700,CCCC=C(F)F
876,5860,0.16521362,83.47863813,CN(C)C(=O)CF
877,6290,0.22516971,77.48302902,FC1(CCC1)C=C
878,4308,0.17400754,82.59924640,CNCC(=O)NO
879,7952,0.17858695,82.14130485,ON1CCOC1=O
880,6785,0.24771503,75.22849662,Oc1noc(=O)[nH]1
881,5997,0.17653250,82.34674983,NC(=O)C(=N)NO
882,4829,0.19149357,80.85064283,CC=CN(O)C=N
883,7966,0.21780985,78.21901458,C=C1COCC1=O
884,6943,0.18967299,81.03270062,Nc1nc(=N)[nH]o1
885,1287,0.24699552,75.30044770,CC(=CF)C#C
886,1757,0.28665784,71.33421603,O=CCCC#N
887,7648,0.21987704,78.01229554,O=c1nc[nH]nn1
888,2071,0.24642109,75.35789112,CCCC1CO1
889,5341,0.21056790,78.94321040,CC(=CCF)C#C
890,1330,0.22604829,77.39517120,CC1NCC1O
891,6325,0.33236874,66.76312617,OC1(CNC1)C#C
892,2467,0.21153412,78.84658777,CC(F)(F)C(N)=N
893,4323,0.18874449,81.12555067,CNCC(=C)OC
894,3661,0.16401448,83.59855208,CC1(N)CC1CN
895,5380,0.17249403,82.75059707,CC(CF)C(F)F
896,7163,0.30856932,69.14306836,CC12CC(N1)C=C2
897,2607,0.21513009,78.48699094,CC(=O)C=C(N)N
898,4468,0.22553111,77.44688900,FCC(=O)NN=C
899,3112,0.18089529,81.91047082,NC(=O)CON=C
900,1240,0.22428532,77.57146753,CC(CF)=CF
901,1408,0.26218850,73.78114978,N=C1CC=NN1
902,4555,0.21035340,78.96466047,CCCC(=O)C=C
903,2637,0.19929339,80.07066101,CC1(O)CC(O)C1
904,708,0.24724675,75.27532499,CC(=C)C=CF
905,1734,0.20221344,79.77865583,COCON=C
906,3323,0.18458165,81.54183450,CNN=CN(C)O
907,3257,0.17335899,82.66410054,CC(=C)OC=CF
908,4274,0.19419603,80.58039667,CCC(=C)COC
909,4699,0.28372124,71.62787608,C=NNC(=N)C#C
910,1514,0.33223291,66.77670920,On1cnnn1
911,3565,0.19374863,80.62513712,CC(F)=CNC=O
912,2418,0.19194723,80.80527676,CC(O)C(C)(C)N
913,4090,0.18586725,81.41327471,NN(CCF)C=N
914,7258,0.24832938,75.16706209,CCN1CC(=O)C1
915,300,0.42594400,57.40560039,CCOCC
916,6936,0.18269817,81.73018281,Oc1cc(=O)o[nH]1
917,5012,0.29800527,70.19947282,CCC(=O)C#CC
918,2962,0.30932417,69.06758263,CC(C)CCC#C
919,1597,0.28555220,71.44478011,Oc1ncno1
920,458,0.40370020,59.62998043,c1cocn1
921,2163,0.29399331,70.60066947,CC1CC1C#N
922,7983,0.29882006,70.11799446,O=C1CCOC1=O
923,601,0.21040744,78.95925617,OCCC(F)=C
924,7900,0.18436424,81.56357636,NC1CCNC1=O
925,2314,0.36589229,63.41077137,C1OC1C2CO2
926,517,0.23056056,76.94394399,CC(C)CCF
927,3488,0.24291223,75.70877740,CC(=O)C#CCO
928,2762,0.20427652,79.57234848,CCC(C)(F)C#N
929,1598,0.36925139,63.07486148,Fc1ncno1
930,476,0.21899150,78.10084962,CC(C)(O)CO
931,4,0.99706048,0.29395162,F
932,8132,0.21517553,78.48244708,CC1C=NOC1=O
933,8683,0.21115363,78.88463694,FC12CCOC1C2
934,3942,0.18662969,81.33703073,NC(CF)CC=C
935,8580,0.19073881,80.92611943,CC1C(F)CC1F
936,3551,0.19806842,80.19315786,CCNN=C(C)C
937,582,0.20918159,79.08184128,CC(=C)CCO
938,462,0.46424760,53.57523953,c1ncon1
939,4535,0.20866139,79.13386124,OCC(=O)CC#C
940,4623,0.24081542,75.91845769,C=C(NC=O)C#N
941,3896,0.17986194,82.01380614,CCC(O)COC
942,6366,0.20663827,79.33617251,CC1(CCN)CO1
943,5149,0.18499383,81.50061741,CC(C=CF)=NN
944,6247,0.24033674,75.96632610,CCC1(O)CNC1
945,1750,0.28501933,71.49806698,COCCC#C
946,4208,0.19864949,80.13505138,CCCC(F)C#C
947,6872,0.23741316,76.25868388,Cc1nnc(O)o1
948,7416,0.19302592,80.69740796,O=C1NCCNN1
949,5622,0.17546464,82.45353562,CNC(C)C(C)=C
950,4773,0.19109017,80.89098320,CCN(C)C=NN
951,643,0.20355891,79.64410898,OC(=O)CC=C
952,6839,0.23436020,76.56398031,Cc1nc(N)n[nH]1
953,4690,0.27463011,72.53698911,O=C(CC#N)C#C
954,6593,0.27057882,72.94211757,O=C1CC(=O)NN1
955,1096,0.19323590,80.67641006,CCC(=C)CO
956,3575,0.20701659,79.29834058,CC(C)=NNC=O
957,290,0.24844393,75.15560696,CCCNC
958,6028,0.22295103,77.70489749,COC(=O)C(C)=O
959,1461,0.30764258,69.23574233,Oc1ccoc1
960,2794,0.22508142,77.49185831,CCC(C)(O)C#C
961,7715,0.19588018,80.41198240,O=c1nconn1
962,8086,0.16858767,83.14123272,On1oncc1=N
963,1521,0.41523426,58.47657391,O=C1C=NN=C1
964,1849,0.25407815,74.59218452,ON=CNC=N
965,1435,0.23286256,76.71374430,OC1CCC=C1
966,2048,0.26377654,73.62234606,N#CC1CCO1
967,4507,0.17145379,82.85462086,OCC(=C)OC=C
968,1116,0.23801668,76.19833217,NNC(=N)CO
969,2777,0.15024799,84.97520061,FCC(F)(F)C=C
970,5589,0.19018602,80.98139754,NC(=O)C(O)CO
971,3858,0.16867914,83.13208617,CCC(F)CCO
972,8128,0.19680479,80.31952099,CC1C=COC1=O
973,5549,0.17943134,82.05686631,CC(CN)C(O)=O
974,3153,0.17324502,82.67549811,NC(=N)ONC=N
975,5003,0.22984479,77.01552116,CC#CC(F)C#N
976,8527,0.21692459,78.30754066,Cc1c[nH]oc1=N
977,7391,0.24217301,75.78269880,C=C1COCOC1
978,888,0.20079518,79.92048177,CC1CC1(C)O
979,295,0.26943459,73.05654111,COCCN
980,6108,0.20095105,79.90489491,CC(=NN)C(F)F
