N_ele,N_states,sum_f_k
44,1232,33.9037
44,1232,33.896
44,1152,33.8622
44,1232,33.886
44,1152,33.88
44,1152,33.7682
44,1072,33.7502
44,1152,33.9418
44,1072,33.8983
44,992,33.778
46,1887,35.7274
46,1802,35.7814
46,1717,35.8229
46,1632,35.9964
46,1717,35.8431
46,1632,35.9085
46,1547,35.937
46,1462,36.0823
46,1717,35.9485
46,1632,35.988
46,1547,36.0275
46,1462,36.1813
46,1632,35.9363
46,1547,35.9571
46,1462,35.9963
46,1377,36.1443
46,1802,35.8295
46,1717,35.9391
46,1717,36.0291
46,1632,35.9883
46,1547,35.9924
46,1717,35.9179
44,1632,33.5912
44,1472,33.6753
44,1392,33.7306
44,1472,33.6381
44,1312,33.6724
44,1472,33.7321
44,1312,33.7854
44,1392,33.6993
44,1232,33.6976
44,1472,33.7297
44,1392,33.7796
44,1392,33.715
44,1312,33.6899
44,1312,33.6702
44,1232,33.6377
44,1312,33.75
44,1232,33.7157
44,1232,33.6953
44,1152,33.6618
44,1232,33.7467
44,1152,33.7747
44,1232,33.871
44,1152,33.9129
44,1152,33.7837
44,1072,33.807
44,1472,33.7841
44,1312,33.8328
44,1232,33.8653
44,1152,33.7898
44,1152,33.7965
44,1072,33.7905
44,1632,33.5378
44,1552,33.5912
44,1472,33.6502
44,1392,33.8201
44,1472,33.5347
44,1392,33.5771
44,1312,33.6292
44,1232,33.7842
44,1552,33.7218
44,1472,33.6985
44,1392,33.672
44,1472,33.717
44,1392,33.6966
44,1312,33.6629
44,1392,33.7089
44,1312,33.675
44,1232,33.6403
44,1472,33.6421
44,1392,33.6142
44,1312,33.593
44,1392,33.626
44,1312,33.5731
44,1232,33.5381
44,1392,33.6668
44,1312,33.6331
44,1232,33.6093
44,1312,33.5818
44,1232,33.5364
44,1152,33.492
44,1392,33.5902
44,1312,33.556
42,1395,31.3978
42,1245,31.4865
42,1170,31.487
42,1245,31.3472
42,1095,31.4251
42,1245,31.4128
42,1170,31.4912
42,1170,31.3987
42,1095,31.4807
42,1170,31.4095
42,1095,31.4877
46,1887,35.7266
46,1632,35.9958
46,1717,35.9539
46,1462,36.2201
46,1802,35.8548
46,1547,36.1082
46,1717,35.9415
46,1462,36.1961
46,1717,35.8111
46,1632,35.8842
46,1717,35.929
46,1717,35.9712
46,1547,36.1492
46,1462,36.1192
44,1632,33.5435
44,1392,33.7956
44,1472,33.4953
44,1552,33.6508
44,1472,33.7713
44,1392,33.7525
44,1312,33.8679
44,1472,33.6462
44,1392,33.7583
44,1312,33.7421
44,1232,33.8557
44,1472,33.569
44,1312,33.6862
44,1232,33.804
44,1392,33.5539
44,1312,33.679
44,1232,33.6511
44,1152,33.7581
44,1472,33.641
44,1392,33.7931
44,1312,33.7671
44,1392,33.601
44,1312,33.7838
44,1232,33.7338
44,1312,33.7851
44,1232,33.7404
44,1312,33.5061
44,1232,33.6886
44,1152,33.6398
44,1472,33.7094
44,1392,33.8445
44,1312,33.8038
44,1232,33.8997
44,1392,33.6888
44,1312,33.8139
44,1232,33.7799
44,1152,33.8792
44,1392,33.6208
44,1312,33.8368
44,1232,33.7177
44,1152,33.8075
44,1312,33.5961
44,1232,33.735
44,1152,33.6862
44,1072,33.7713
44,1392,33.6951
44,1312,33.8764
44,1232,33.8092
44,1152,33.8905
44,1312,33.6852
44,1232,33.8679
44,1152,33.7969
44,1072,33.8775
44,1312,33.6612
44,1232,33.8515
44,1152,33.7779
44,1072,33.8477
44,1232,33.5715
44,1152,33.7676
44,1072,33.6853
44,992,33.7543
44,1632,33.5637
44,1392,33.7893
44,1552,33.6424
44,1472,33.7373
44,1312,33.859
44,1472,33.6985
44,1392,33.8047
44,1232,33.905
44,1472,33.5792
44,1392,33.6843
44,1232,33.8007
44,1392,33.6068
44,1312,33.7174
44,1152,33.8187
44,1392,33.5935
44,1152,33.8247
44,1392,33.5455
44,1152,33.7562
44,1312,33.539
44,1072,33.766
44,1392,33.6794
44,1312,33.819
44,1232,33.7794
44,1152,33.884
44,1232,33.6495
44,1312,33.5781
44,1232,33.712
44,1152,33.6827
44,1072,33.7814
44,1312,33.6339
44,1232,33.8313
44,1152,33.7726
44,1312,33.4868
44,1232,33.6795
44,1152,33.6163
44,1232,33.5135
44,1152,33.7083
44,1072,33.6464
48,2160,37.9428
48,2070,38.0203
48,1980,38.0066
48,1890,38.1614
48,1980,38.1495
48,1890,38.1257
48,1800,38.2805
48,1800,38.0962
48,1710,38.241
48,1620,38.388
48,1890,38.2282
48,1800,38.2124
48,1710,38.2938
48,1710,38.1636
48,1620,38.3073
48,1530,38.4662
48,1620,38.1776
48,1530,38.3079
48,1440,38.4424
48,1350,38.562
48,2070,38.0932
50,2451,40.2825
50,2356,40.3676
50,2261,40.3957
50,2166,40.5537
50,2261,40.4459
50,2166,40.4577
50,2071,40.6188
50,2071,40.5095
50,1976,40.6537
50,1881,40.8303
50,2356,40.4727
50,2261,40.559
50,2166,40.5811
50,2071,40.7469
50,2261,40.5693
50,2166,40.6676
50,2071,40.6867
50,1976,40.867
50,2261,40.663
50,2166,40.7752
50,2071,40.8445
50,2356,40.4603
50,2261,40.5593
50,2166,40.5759
50,2071,40.7184
50,2261,40.5557
50,2166,40.6543
50,2071,40.6749
50,1976,40.8218
50,2071,40.9219
48,2160,38.1333
48,1980,38.1437
46,1802,35.9635
48,2070,38.2151
48,1980,38.2046
48,1800,38.2507
46,1632,36.0739
48,1890,38.3997
48,1710,38.4107
46,1547,36.2335
48,2070,38.3215
48,1890,38.3375
46,1717,36.1536
48,1980,38.4107
48,1800,38.4081
46,1632,36.2435
48,1980,38.3378
48,1890,38.3519
48,1890,38.4117
48,1800,38.422
48,1800,38.4373
48,1710,38.4408
48,1710,38.5957
48,1620,38.5774
48,1980,38.2214
48,1890,38.2976
48,1800,38.3342
48,1710,38.447
48,1980,38.4097
48,1800,38.3803
48,1890,38.4725
48,1710,38.4718
48,1800,38.4742
48,1620,38.4574
48,1710,38.6234
48,1530,38.5979
48,1890,38.3153
48,1800,38.3894
48,1710,38.3919
48,1620,38.5318
48,1800,38.7163
48,1620,38.719
48,1710,38.612
48,2070,38.2898
48,1890,38.2864
46,1717,36.1177
48,1890,38.3633
48,1800,38.3563
48,1980,38.3699
48,1800,38.3638
46,1632,36.207
48,1800,38.4776
48,1710,38.4581
46,1887,36.0856
46,1802,36.1635
46,1717,36.1673
46,1632,36.3189
46,1802,36.2718
46,1717,36.3623
46,1802,36.2089
46,1717,36.2808
46,1887,35.9728
46,1717,35.9814
44,1552,33.7989
46,1547,35.9898
44,1392,33.8016
42,1245,31.6217
46,1717,36.1235
46,1632,36.1577
46,1547,36.0782
44,1392,33.8887
46,1462,36.1534
44,1312,33.9491
46,1717,36.0467
46,1547,36.0305
44,1392,33.846
46,1717,36.2111
46,1547,36.2184
46,1547,36.1939
44,1392,33.9856
46,1377,36.1872
44,1232,33.9836
46,1632,36.1256
46,1462,36.1358
44,1312,33.9001
46,1547,36.1607
46,1462,36.1915
46,1377,36.2306
46,1377,36.2377
46,1292,36.2852
44,1632,33.9208
44,1472,33.9292
42,1320,31.7476
44,1472,33.9872
44,1392,34.086
44,1472,33.9741
44,1472,34.1177
44,1312,34.1182
44,1392,34.0334
42,1395,31.8667
48,2160,38.1541
48,1890,38.3508
48,2070,38.2374
48,1800,38.4322
48,1980,38.252
48,1710,38.435
48,1890,38.4038
48,1620,38.5926
48,1980,38.1585
48,1890,38.1445
48,1800,38.2399
48,1800,38.2741
48,1710,38.2472
48,1710,38.4209
48,1620,38.3976
48,2070,38.3319
48,1800,38.5204
48,1890,38.3353
48,1800,38.3266
48,1980,38.4097
48,1710,38.6144
48,1800,38.4475
48,1710,38.4301
48,1980,38.3681
48,1890,38.3676
48,1800,38.3563
48,1890,38.4929
48,1800,38.4785
48,1710,38.4675
48,1800,38.5739
48,1710,38.5702
48,1620,38.5437
48,1980,38.2449
48,1980,38.4258
48,1710,38.6241
48,1800,38.4342
48,1710,38.4178
48,1890,38.3437
46,1887,35.9693
46,1632,36.1545
46,1717,35.9549
44,1552,33.7853
46,1462,36.1676
44,1312,33.9604
46,1717,35.9842
46,1632,35.97
46,1462,35.9745
44,1312,33.7796
46,1717,36.1401
46,1462,36.3479
46,1632,36.1379
46,1377,36.3375
46,1717,36.1641
46,1632,36.1709
46,1547,36.1489
46,1632,36.1754
46,1547,36.1853
46,1462,36.1593
46,1547,36.1781
46,1462,36.1813
46,1377,36.1532
46,1632,36.0842
46,1547,36.0857
46,1462,36.0607
46,1632,36.0533
46,1547,36.0553
46,1717,36.1499
46,1462,36.3481
46,1547,36.15
46,1292,36.3403
46,1547,36.2033
46,1462,36.1885
46,1377,36.2062
46,1292,36.172
46,1462,36.1627
46,1377,36.1346
46,1462,36.116
44,1632,33.9118
44,1392,34.0949
44,1472,33.9255
44,1392,33.915
46,1887,36.2138
46,1802,36.2974
46,1717,36.3047
46,1632,36.4317
46,1802,36.3575
46,1717,36.4215
44,1632,34.0158
44,1472,34.0024
42,1320,31.8206
42,1395,31.9401
46,1887,35.9977
46,1632,36.1688
46,1377,36.3339
46,1717,36.0041
46,1632,35.9884
46,1632,36.089
46,1547,36.081
46,1462,36.1838
46,1377,36.1609
46,1547,36.0079
46,1462,35.9878
46,1377,35.9596
46,1717,35.9422
44,1632,33.9695
44,1392,34.1392
44,1472,33.9912
44,1392,33.963
42,1395,31.9747
48,2160,38.1639
48,2070,38.2337
48,1980,38.2592
48,1890,38.3802
48,1980,38.302
48,1890,38.3271
48,1800,38.4333
48,1800,38.3186
48,1710,38.4292
48,1620,38.5865
48,1980,38.4408
48,1890,38.5066
48,1800,38.5297
48,1710,38.6581
48,1800,38.7285
48,1980,38.2711
48,1890,38.3332
48,1800,38.3694
48,1710,38.4824
48,1890,38.3729
48,1800,38.4288
48,1710,38.4548
48,1620,38.5735
48,1800,38.5539
48,1710,38.6324
46,1887,35.9687
46,1717,35.976
44,1552,33.7462
46,1802,36.0359
46,1717,36.0235
46,1547,36.0298
44,1392,33.7946
46,1632,36.1779
46,1462,36.1732
44,1312,33.9579
46,1632,36.1369
44,1472,33.9067
46,1717,36.2338
46,1547,36.2427
44,1392,33.9528
46,1717,35.9312
46,1632,35.9904
46,1547,36.021
46,1462,36.1374
46,1547,36.1835
46,1717,36.0543
46,1547,36.0554
44,1392,33.8276
46,1632,36.147
46,1462,36.1381
44,1312,33.9023
44,1632,33.8609
44,1552,33.9031
44,1472,33.9125
44,1392,34.082
44,1472,34.0636
44,1472,33.9459
44,1392,34.0339
44,1632,33.7511
44,1472,33.7602
42,1320,31.5484
44,1312,33.7567
42,1170,31.5361
40,1036,29.3338
44,1472,33.7152
44,1312,33.7623
42,1170,31.4735
42,1395,31.6573
42,1245,31.6613
40,1106,29.4564
42,1245,31.6052
40,1176,29.5678
46,1887,36.2501
46,1802,36.2946
46,1717,36.3248
46,1632,36.4339
46,1717,36.3394
46,1632,36.3651
46,1547,36.4758
46,1547,36.3426
46,1462,36.4579
46,1377,36.6129
44,1632,33.9786
44,1472,33.9904
42,1320,31.8056
44,1552,34.0213
44,1472,34.007
44,1312,34.0114
42,1170,31.821
44,1392,34.1702
44,1232,34.1684
42,1095,31.9738
42,1395,31.8901
42,1320,31.9307
42,1245,31.9151
42,1170,32.0713
42,1395,31.7179
42,1245,31.7274
40,1106,29.539
42,1095,31.7268
40,966,29.5384
38,845,27.3892
40,1176,29.6286
40,1036,29.6386
38,910,27.4694
38,975,27.552
48,2160,37.9286
48,2070,38.0096
48,1980,38.016
48,1890,38.187
48,2070,38.1076
48,1980,38.1977
48,2070,38.0614
48,1980,38.1403
48,1890,38.1455
48,1800,38.312
48,1980,38.2441
48,1890,38.3278
48,1980,38.1978
48,1890,38.2681
48,1800,38.2729
48,1710,38.4271
48,1890,38.3776
48,1800,38.4422
48,2070,38.1015
48,1980,38.165
48,1890,38.1712
48,1800,38.329
48,1980,38.1844
48,1890,38.2648
48,1800,38.2243
48,1710,38.3792
48,2070,38.117
46,1887,35.7737
46,1717,35.7691
44,1552,33.5989
46,1802,35.8974
46,1632,35.8881
44,1472,33.7147
46,1717,36.0159
46,1547,35.9964
44,1392,33.8196
46,1802,35.9559
46,1632,35.9358
44,1472,33.7473
46,1717,36.0119
46,1547,36.0094
44,1392,33.8132
46,1717,35.9677
46,1632,36.0554
46,1717,35.9316
44,1632,33.715
44,1552,33.8341
44,1472,33.9397
44,1552,33.8786
44,1472,33.9518
48,2160,37.9461
48,2070,38.0358
48,1980,38.0489
48,1890,38.2206
48,2070,38.1357
48,1980,38.218
48,2070,38.0546
48,1980,38.1555
48,2070,38.0506
48,1980,38.1301
48,1890,38.1476
48,1800,38.3015
48,1980,38.2262
48,1890,38.3227
48,1980,38.1025
48,1890,38.1865
48,1800,38.2033
48,1710,38.3578
48,1890,38.2825
48,1800,38.3614
48,2070,38.0907
48,1980,38.183
48,1890,38.191
48,1800,38.3366
46,1887,35.778
46,1717,35.7977
44,1552,33.6145
46,1717,35.847
46,1632,35.9048
46,1717,35.7986
46,1717,35.9261
46,1547,35.9597
46,1632,35.8949
46,1802,35.8756
46,1632,35.8945
44,1472,33.6882
46,1717,35.922
46,1547,35.9444
44,1392,33.7287
46,1802,35.9407
46,1632,35.9292
44,1472,33.7303
46,1632,35.9603
46,1547,36.0126
44,1632,33.7345
44,1552,33.8191
44,1472,33.8593
44,1552,33.8549
46,1887,35.7936
46,1632,35.9901
46,1717,35.8317
46,1632,35.8193
46,1802,35.8979
46,1547,36.0713
46,1632,35.9241
46,1547,35.9002
46,1717,35.9183
46,1462,36.1502
46,1547,35.939
46,1462,35.9169
46,1717,35.9859
46,1632,35.9902
46,1547,35.9436
46,1717,35.8622
44,1632,33.8366
44,1552,33.9311
44,1472,33.9811
48,2160,37.9629
48,2070,38.0297
48,1980,38.0644
48,1890,38.1995
48,2070,38.0499
48,1980,38.1258
48,1890,38.1386
48,1800,38.2726
48,1980,38.0323
48,1890,38.103
48,1800,38.1046
48,1710,38.254
48,1890,38.1779
48,1800,38.2523
48,1710,38.243
48,1620,38.4006
48,2070,38.1232
48,1980,38.2137
48,1890,38.1982
48,1800,38.3419
48,1980,38.1943
48,1890,38.2822
48,1800,38.2652
48,1710,38.4098
48,2070,38.0412
48,1980,38.1152
48,1890,38.1392
48,1800,38.2791
48,1980,38.1286
48,1890,38.1882
48,1800,38.2086
48,1710,38.349
48,2070,38.1265
48,1980,38.1709
48,1890,38.237
48,1800,38.3385
48,2070,38.0903
46,1887,35.7891
46,1717,35.7914
44,1552,33.6047
46,1802,35.865
46,1717,35.8549
46,1547,35.9185
44,1392,33.6637
46,1632,36.0016
46,1462,36.0574
44,1312,33.8041
46,1802,35.8595
46,1632,35.8583
44,1472,33.6601
46,1717,35.938
46,1547,35.9299
44,1392,33.733
46,1802,35.9215
46,1632,35.949
44,1472,33.7408
46,1717,36.0069
46,1632,35.9643
46,1717,35.8866
44,1632,33.724
44,1552,33.8031
44,1472,33.7876
44,1392,33.9285
44,1552,33.7926
44,1472,33.8771
44,1552,33.87
48,2160,37.9164
48,2070,38.0013
48,1980,38.0697
48,1890,38.2209
48,1620,38.4304
48,2070,38.1864
48,2070,38.0602
48,1980,38.1146
48,1890,38.1483
48,1800,38.3181
48,1530,38.5168
48,1980,38.1146
48,1890,38.1935
48,1800,38.2371
48,1710,38.3475
48,1440,38.5228
48,2070,38.087
46,1887,35.8064
46,1717,35.8966
46,1717,35.9232
46,1632,36.0032
46,1547,35.9158
46,1632,36.0407
46,1802,35.9045
46,1632,35.9571
46,1632,35.9881
46,1547,36.0973
46,1462,36.0145
46,1547,36.1874
46,1717,35.9417
46,1547,35.9389
46,1547,36.0334
46,1462,36.1203
46,1377,36.0349
46,1462,36.1696
46,1717,35.9023
46,1632,35.9812
46,1632,36.0568
46,1547,36.1424
46,1887,35.4831
46,1802,35.6371
46,1717,35.7311
46,1802,35.6184
46,1717,35.7552
46,1802,35.671
44,1632,33.2695
44,1552,33.4482
44,1472,33.5712
48,2160,37.827
48,2070,38.0052
48,1980,38.133
48,1800,38.4266
48,1980,38.1902
48,1890,38.3036
48,1800,38.4268
48,1620,38.7039
46,1887,35.6961
46,1717,35.8656
46,1717,36.0197
46,1717,35.9847
46,1632,35.9712
46,1632,36.0708
46,1547,36.1705
46,1547,36.1472
46,1547,36.2149
46,1462,36.2171
46,1802,35.854
46,1717,35.9963
46,1547,36.2718
46,1462,36.2174
46,1377,36.3307
44,1632,33.6005
44,1472,33.6267
44,1392,33.7724
44,1472,33.7115
44,1472,33.822
44,1312,33.8378
44,1392,33.8154
44,1312,33.8198
44,1232,33.9006
44,1632,33.6446
44,1472,33.8501
44,1472,33.8768
44,1312,34.0723
44,1152,33.9497
42,1395,31.3928
42,1320,31.448
42,1245,31.4478
42,1245,31.5006
42,1170,31.4244
42,1245,31.4494
42,1170,31.4611
42,1095,31.3655
42,1170,31.5485
42,1095,31.472
42,1095,31.4804
46,1887,35.4878
46,1802,35.6773
46,1717,35.7717
46,1802,35.658
46,1717,35.7579
46,1547,35.9411
46,1802,35.5635
46,1717,35.7746
46,1632,35.8706
46,1717,35.6782
46,1632,35.8372
46,1547,35.9138
46,1802,35.6976
44,1632,33.3441
44,1472,33.4521
44,1472,33.5126
44,1472,33.5433
44,1392,33.5133
44,1552,33.4383
44,1472,33.514
44,1472,33.5356
44,1472,33.4383
44,1552,33.513
46,1887,35.5979
46,1802,35.7159
46,1717,35.7508
46,1717,35.8094
46,1632,35.8583
46,1547,35.9197
46,1802,35.6972
58,3278,46.5304
58,3168,46.6234
58,3058,46.6512
58,2948,46.7856
58,3168,46.6033
58,3058,46.6735
58,2948,46.6922
58,2838,46.8381
58,3058,46.6411
58,2948,46.735
58,2838,46.7711
58,2728,46.9002
58,2948,46.8166
58,2838,46.9071
58,2728,46.9296
58,2618,47.0686
58,2618,47.0938
58,2508,47.1867
58,2398,47.1941
58,2288,47.3335
58,2288,47.3681
58,2178,47.4538
58,2068,47.4507
58,1958,47.5767
58,3168,46.7337
58,3058,46.7694
58,2948,46.816
58,2838,47.0113
58,2508,47.2458
58,2178,47.5111
58,3058,46.8454
58,2948,46.8853
58,2838,46.9302
58,2728,47.1121
58,2398,47.373
58,2068,47.6037
58,3168,46.657
58,3058,46.8021
56,2940,44.3815
56,2730,44.3898
54,2520,42.2359
56,2835,44.4358
56,2730,44.4754
56,2520,44.4763
54,2320,42.3153
56,2625,44.6509
56,2415,44.6561
54,2220,42.4813
56,2310,44.8805
56,2100,44.8933
54,1920,42.6912
56,1995,45.1435
56,1785,45.1358
54,1620,42.9326
56,2730,44.5
56,2625,44.5628
56,2730,44.4297
56,2730,44.5868
56,2520,44.6491
56,2625,44.5425
54,2620,42.3637
54,2520,42.4084
54,2420,42.4413
54,2320,42.6099
54,2020,42.8298
54,1720,43.0773
56,2940,44.4179
56,2625,44.6249
56,2835,44.4838
56,2520,44.68
56,2730,44.5187
56,2415,44.712
56,2625,44.6688
56,2310,44.8868
56,2310,44.9206
56,1995,45.0966
56,1995,45.1746
56,1680,45.3387
56,2730,44.4569
56,2625,44.4526
56,2520,44.4976
56,2520,44.5454
56,2415,44.5358
56,2415,44.7207
56,2310,44.7052
56,2100,44.9556
56,1995,44.9212
56,1785,45.1884
56,1680,45.1489
54,2620,42.4927
54,2520,42.5386
54,2420,42.5813
54,2320,42.7421
54,2020,42.9553
54,1720,43.1761
58,3278,46.5221
58,3168,46.6104
58,3058,46.6818
58,2948,46.8411
58,2618,47.1142
58,3168,46.5801
58,3058,46.679
58,2948,46.7484
58,2838,46.9049
58,2508,47.1371
58,3058,46.6235
58,2948,46.7204
58,2838,46.7938
58,2728,46.9464
58,2398,47.1505
58,2948,46.8032
58,2838,46.9068
58,2728,46.972
58,2618,47.1106
58,2288,47.2985
58,2618,47.1016
58,2508,47.1727
58,2398,47.228
58,2288,47.3705
58,1958,47.4884
58,2288,47.3896
58,2178,47.4419
58,2068,47.4595
58,1958,47.5706
58,1628,47.6721
58,3168,46.7647
56,2940,44.3876
56,2730,44.4691
56,2730,44.5522
56,2625,44.644
56,2520,44.5742
56,2625,44.7102
56,2835,44.461
56,2625,44.6114
56,2520,44.7149
56,2415,44.6431
56,2520,44.7702
56,2730,44.517
56,2520,44.5755
56,2520,44.6648
56,2415,44.7524
56,2310,44.6489
56,2415,44.7944
56,2625,44.7041
56,2415,44.7431
56,2415,44.8148
56,2310,44.8579
56,2205,44.7898
56,2310,44.9508
56,2310,44.943
56,2100,44.9784
56,2100,45.0525
56,1995,45.1264
56,1890,44.9925
56,1995,45.1597
56,1995,45.2026
56,1785,45.1577
56,1785,45.2399
56,1680,45.292
56,1575,45.2407
56,1680,45.3421
58,3278,46.531
58,3168,46.5905
58,3058,46.6764
58,2948,46.8532
58,2618,47.0704
58,3058,46.6973
58,2948,46.7153
58,2838,46.9235
58,2508,47.1399
58,2838,46.8154
58,2728,46.9511
58,2398,47.196
58,2618,47.1472
58,2288,47.3577
58,1958,47.5392
58,3168,46.6732
58,3058,46.7663
58,3168,46.8654
58,3058,46.9491
58,2948,46.974
58,2838,47.1501
58,2508,47.3714
56,2940,44.4118
56,2730,44.4747
56,2730,44.5724
56,2625,44.6447
56,2520,44.5546
56,2625,44.7022
56,2835,44.5016
56,2625,44.6168
56,2520,44.7069
56,2415,44.6324
56,2520,44.7608
56,2730,44.5221
56,2520,44.6073
56,2520,44.6621
56,2415,44.7327
56,2310,44.6886
56,2415,44.8094
56,2625,44.7116
56,2415,44.748
56,2415,44.8207
56,2310,44.8822
56,2205,44.8101
56,2310,44.9702
56,2310,44.9258
56,2100,44.9569
56,2100,45.0109
56,1995,45.1265
56,1890,45.0679
56,1995,45.1616
56,2730,44.593
56,2625,44.672
56,2625,44.7228
56,2520,44.7636
56,2730,44.714
56,2520,44.6951
56,2520,44.8417
56,2415,44.8461
56,2835,44.7395
56,2625,44.7492
56,2625,44.8458
56,2520,44.9276
56,2415,44.8412
56,2520,44.9806
56,2625,44.7449
56,2520,44.8001
56,2520,44.8753
56,2415,44.9808
54,2620,42.2925
54,2420,42.3156
54,2420,42.4118
54,2320,42.4607
54,2220,42.3906
54,2320,42.5245
54,2220,42.3274
54,2220,42.4323
54,2120,42.5024
54,2120,42.5262
54,2220,42.4771
54,2120,42.5686
54,2020,42.4843
54,2120,42.6261
54,2020,42.6565
54,1920,42.5815
54,2020,42.7092
54,1820,42.5622
54,1920,42.6918
54,2020,42.7744
54,2420,42.4611
54,2320,42.488
54,2320,42.6025
54,2220,42.6436
54,2320,42.3994
54,2220,42.4249
54,2220,42.553
54,2120,42.6032
54,2120,42.4965
54,2120,42.6652
54,2020,42.6457
54,2120,42.7058
54,2020,42.7466
54,1920,42.8415
54,2420,42.5559
54,2220,42.536
54,2020,42.7242
54,2020,42.8053
54,1920,42.8886
56,2940,44.466
56,2625,44.7186
56,2310,44.871
56,2835,44.5258
56,2520,44.749
56,2205,44.9352
56,2730,44.5635
56,2415,44.8124
56,2100,44.9713
56,2625,44.7358
56,2310,44.9792
56,1995,45.125
56,2310,44.9438
56,1995,45.149
56,1680,45.2933
56,2730,44.6663
54,2620,42.3032
54,2320,42.5506
54,2020,42.7148
54,2420,42.3104
54,2320,42.431
54,2120,42.5465
54,2220,42.5362
54,1820,42.7006
54,2420,42.4018
54,2320,42.5192
54,2120,42.6445
54,2220,42.6078
54,1820,42.7833
54,2320,42.4704
54,2220,42.6058
54,2020,42.6892
54,2120,42.7241
54,1720,42.8319
54,2220,42.386
54,2120,42.5146
54,1920,42.6251
54,2020,42.6302
54,1620,42.7776
54,2320,42.5463
54,2020,42.7565
54,1720,42.9034
56,2940,44.2086
56,2835,44.3009
56,2730,44.3017
56,2625,44.4456
56,2835,44.273
56,2730,44.3121
56,2625,44.3023
56,2520,44.5052
56,2730,44.36
56,2625,44.3991
56,2520,44.3948
56,2415,44.5388
56,2625,44.5095
56,2520,44.5515
56,2415,44.5525
56,2310,44.6941
56,2310,44.6973
56,2205,44.7865
56,2100,44.7824
56,1995,44.9129
56,2835,44.3366
56,2730,44.3898
56,2835,44.4097
56,2730,44.4634
56,2625,44.5091
56,2520,44.6691
56,2205,44.8856
54,2420,42.1255
54,2220,42.2196
54,2120,42.3641
54,1820,42.5676
54,2320,42.1933
54,2220,42.2279
56,2940,44.1783
56,2835,44.2637
56,2730,44.2578
56,2625,44.4471
56,2310,44.6972
56,2730,44.2584
56,2625,44.2893
56,2520,44.4786
56,2205,44.7249
56,2520,44.3353
56,2415,44.5002
56,2100,44.7423
56,2310,44.6674
56,1995,44.9077
56,1680,45.0947
56,2835,44.2233
56,2730,44.3373
58,3278,46.5324
58,3168,46.642
58,3058,46.7035
58,2948,46.8469
58,3058,46.7452
58,2948,46.7763
58,2838,46.9554
58,2838,46.8606
58,2728,47.0112
58,2618,47.1512
58,3168,46.5876
58,3058,46.7049
58,2948,46.7114
58,2838,46.8936
58,2948,46.7912
58,2838,46.8298
58,2728,47.0076
58,2728,46.8608
58,2618,47.0165
58,2508,47.185
58,3058,46.6505
58,2948,46.7174
58,2838,46.7794
58,2728,46.9684
58,2838,46.8349
58,2728,46.9028
58,2618,47.0522
58,2618,46.9365
58,2508,47.0791
58,2398,47.2187
58,2948,46.8224
58,2838,46.9501
58,2728,46.9781
58,2618,47.1012
58,2728,47.0414
58,2618,47.0774
58,2508,47.2035
58,2508,47.1048
58,2398,47.2287
58,2288,47.3556
58,2618,47.1657
58,2508,47.2147
58,2398,47.2325
58,2288,47.3687
58,2398,47.2556
58,2288,47.2796
58,2178,47.3687
58,2178,47.2594
58,2068,47.351
58,1958,47.564
58,3168,46.7179
58,3058,46.8026
58,2948,46.8239
58,2838,47.0044
58,3058,46.8538
58,2948,46.9332
58,2838,46.9677
58,2728,47.1295
58,2838,47.1288
56,2940,44.3953
56,2730,44.4408
54,2520,42.2299
56,2835,44.5245
56,2730,44.5271
56,2520,44.6042
54,2320,42.3636
56,2625,44.6948
56,2415,44.7335
54,2220,42.4977
56,2835,44.4615
56,2730,44.5888
56,2625,44.5685
56,2520,44.7693
56,2730,44.5057
56,2520,44.5821
54,2320,42.334
56,2625,44.5874
56,2520,44.6658
56,2310,44.6909
54,2120,42.4289
56,2415,44.7776
56,2205,44.8022
54,2020,42.5523
56,2625,44.6734
56,2415,44.7419
54,2220,42.4808
56,2520,44.7852
56,2415,44.807
56,2205,44.8497
54,2020,42.5631
56,2310,44.9339
56,2100,44.9558
54,1920,42.684
56,2310,44.9793
56,2100,44.9861
54,1920,42.6757
56,2205,45.0074
56,2100,44.9881
56,1890,45.0296
54,1720,42.7454
56,1995,45.1432
56,1785,45.1458
54,1620,42.8598
56,2835,44.5485
56,2625,44.6057
54,2420,42.3754
56,2730,44.6909
56,2520,44.7388
54,2320,42.4956
54,2620,42.3676
54,2520,42.4511
54,2420,42.5037
54,2320,42.645
54,2520,42.4243
54,2420,42.5436
54,2320,42.5175
54,2220,42.6704
54,2420,42.4749
54,2320,42.5392
54,2220,42.5789
54,2120,42.709
54,2320,42.6399
54,2220,42.686
54,2120,42.7263
54,2020,42.8539
54,2020,42.8615
54,1920,42.9324
54,1820,42.9041
54,1720,43.0546
54,2520,42.514
54,2420,42.6449
54,2620,42.2485
54,2420,42.2802
52,2223,40.0879
54,2220,42.3292
52,2033,40.0886
50,1854,37.889
54,2520,42.3183
54,2420,42.3482
54,2220,42.3855
52,2033,40.1774
54,2020,42.4299
52,1843,40.1906
50,1674,37.954
54,2320,42.4807
54,2120,42.5248
52,1938,40.3223
54,1920,42.5653
52,1748,40.3198
50,1584,38.0717
54,2020,42.7329
54,1820,42.7427
52,1653,40.5202
54,1620,42.7164
52,1463,40.468
50,1314,38.2203
52,2318,40.2318
52,2128,40.234
50,1944,38.0369
